,身高,体重,性别,年龄,学历,受教育时间(年),每周工作时长,职业
23779,165.24,52.18,男,30,本科,10,40,服务
23780,153.76,65.5,男,34,高中,9,60,服务
23781,162.17,62.76,男,49,初中及以下,4,40,服务
23782,164.86,57.92,男,38,本科,10,40,服务
23783,167.72,75.62,男,60,本科,10,40,销售
23784,161.42,79.12,男,51,本科,10,40,销售
23785,149.66,54.3,男,24,硕士,13,40,教育
23786,148.01,67.75,女,18,本科,10,35,服务
23787,161.78,63.01,女,24,硕士,13,40,教育
23788,159.23,78.77,男,21,初中及以下,3,40,教育
23789,156.12,56.1,女,48,高中,9,40,服务
23790,157.13,67.43,女,52,高中,5,40,服务
23791,157.44,77.1,男,48,高中,9,40,服务
23792,150.24,45.75,男,40,硕士,13,66,教育
23793,160.79,54.26,女,29,高中,7,48,教育
23794,167.09,85.0,女,20,本科,10,20,服务
23795,160.09,65.7,女,31,高中,9,25,销售
23796,159.97,71.34,男,30,本科,10,50,教育
23797,162.94,49.73,男,30,高中,9,40,教育
23798,152.77,60.26,女,51,高中,9,40,服务
23799,163.32,82.36,女,29,博士,11,40,教育
23800,158.02,67.92,男,56,硕士,14,16,销售
23801,162.9,84.8,女,46,硕士,13,40,服务
23802,163.25,69.9,女,41,本科,10,40,教育
23803,152.97,53.56,女,29,初中及以下,3,40,教育
23804,161.79,82.15,男,48,高中,9,30,教育
23805,155.45,68.22,女,34,高中,9,50,销售
23806,166.34,71.64,男,42,博士,11,50,教育
23807,154.65,74.61,女,25,高中,9,30,教育
23808,159.2,66.69,女,47,高中,7,40,教育
23809,152.26,55.02,男,23,高中,9,40,销售
23810,153.14,49.08,男,43,博士,11,22,服务
23811,149.71,63.53,女,19,本科,10,35,服务
23812,159.87,74.53,男,22,高中,9,40,服务
23813,163.05,52.84,女,40,硕士,13,70,教育
23814,169.38,71.46,男,41,博士,11,40,教育
23815,160.44,55.39,男,71,硕士,13,60,教育
23816,164.5,82.17,男,42,高中,9,45,教育
23817,157.46,53.45,男,31,硕士,13,47,教育
23818,157.45,45.22,男,69,本科,10,32,教育
23819,157.7,56.59,男,58,高中,9,70,教育
23820,166.43,66.58,女,36,高中,7,12,教育
23821,152.57,46.04,男,31,高中,9,65,服务
23822,152.32,55.48,女,20,本科,10,35,服务
23823,154.82,73.86,女,41,高中,9,40,教育
23824,164.44,51.81,男,35,本科,10,40,教育
23825,154.47,46.78,男,62,初中及以下,4,40,教育
23826,160.63,72.01,女,28,硕士,13,15,教育
23827,170.27,81.99,男,27,高中,8,55,教育
23828,159.41,75.81,男,17,高中,7,40,服务
23829,175.69,64.2,男,35,高中,9,50,销售
23830,160.78,73.12,女,45,本科,10,99,销售
23831,166.12,55.73,女,44,硕士,13,40,教育
23832,169.19,67.3,女,27,博士,11,40,教育
23833,157.68,56.56,男,51,高中,5,40,教育
23834,153.92,43.98,女,49,高中,9,45,教育
23835,153.81,59.04,男,64,高中,6,10,教育
23836,169.61,84.03,男,54,初中及以下,4,45,服务
23837,152.89,47.55,男,43,高中,9,40,服务
23838,159.61,47.97,男,32,高中,9,35,服务
23839,162.99,56.24,男,36,博士,12,43,销售
23840,154.84,74.82,男,26,高中,9,50,销售
23841,152.69,71.11,男,37,硕士,13,50,教育
23842,157.94,49.93,女,38,博士,12,40,教育
23843,156.77,48.05,男,26,高中,8,40,教育
23844,158.39,61.14,男,50,硕士,13,50,教育
23845,162.74,70.82,男,47,本科,10,40,教育
23846,152.69,44.64,女,42,高中,9,40,服务
23847,165.63,73.77,女,66,高中,9,40,服务
23848,158.13,67.16,女,43,高中,9,32,教育
23849,158.38,60.27,男,37,硕士,13,45,教育
23850,158.51,53.32,女,37,高中,6,35,教育
23851,151.12,44.4,女,25,本科,10,40,服务
23852,157.94,67.71,男,29,硕士,13,50,服务
23853,163.74,70.49,男,63,高中,9,40,服务
23854,158.24,66.68,男,50,博士,12,40,服务
23855,165.96,68.81,男,42,硕士,14,70,教育
23856,160.31,70.17,男,32,高中,9,40,教育
23857,149.97,71.36,男,42,本科,10,40,教育
23858,143.9,38.09,男,41,高中,9,50,教育
23859,162.58,56.53,男,25,硕士,13,40,销售
23860,152.87,73.5,男,65,高中,9,50,销售
23861,164.58,86.37,男,32,本科,10,50,服务
23862,152.97,73.88,男,32,高中,9,10,服务
23863,168.58,73.1,男,24,本科,10,60,服务
23864,146.12,49.86,女,51,高中,9,40,教育
23865,168.32,64.43,女,67,高中,6,35,教育
23866,159.16,68.39,女,28,高中,7,35,教育
23867,159.18,47.25,男,32,本科,10,55,教育
23868,158.88,52.99,男,77,硕士,15,40,教育
23869,163.15,83.93,女,47,高中,9,20,教育
23870,148.19,47.68,男,26,高中,9,40,服务
23871,158.74,62.05,男,20,本科,10,20,服务
23872,174.58,63.83,男,57,本科,10,35,教育
23873,157.17,61.86,男,40,博士,16,45,教育
23874,160.72,48.36,男,50,硕士,14,40,销售
23875,162.71,68.13,男,19,初中及以下,4,45,服务
23876,149.79,40.87,男,54,高中,8,40,教育
23877,153.64,48.86,男,51,本科,10,40,教育
23878,142.64,47.1,男,51,硕士,13,50,教育
23879,167.26,64.41,男,38,本科,10,40,教育
23880,165.8,49.64,男,68,硕士,13,25,教育
23881,162.29,62.94,女,17,高中,8,20,销售
23882,159.99,60.93,男,32,硕士,13,40,教育
23883,156.41,56.41,男,29,本科,10,45,教育
23884,164.08,65.05,男,42,本科,10,40,销售
23885,161.48,51.21,女,40,高中,9,40,教育
23886,162.89,51.84,男,27,本科,10,40,教育
23887,160.16,47.88,女,22,硕士,13,20,教育
23888,163.1,72.83,女,58,高中,7,40,教育
23889,162.27,66.22,男,61,硕士,13,45,销售
23890,160.21,65.1,女,42,硕士,13,35,销售
23891,151.55,53.39,男,49,硕士,14,40,销售
23892,161.67,67.88,男,41,硕士,13,40,教育
23893,154.74,49.18,女,43,高中,9,40,服务
23894,168.27,68.98,男,46,硕士,13,40,销售
23895,157.0,70.1,男,28,高中,9,45,服务
23896,147.7,52.6,男,39,本科,10,50,销售
23897,166.16,59.78,男,50,本科,10,40,销售
23898,159.37,81.04,男,57,本科,10,40,教育
23899,168.28,78.21,女,47,高中,9,38,教育
23900,149.0,69.21,男,79,高中,9,40,教育
23901,159.7,74.95,女,40,高中,9,45,销售
23902,154.08,72.63,男,35,硕士,13,40,教育
23903,159.37,78.81,男,35,硕士,13,80,教育
23904,148.23,65.26,男,30,硕士,13,60,教育
23905,158.21,67.87,男,26,高中,6,40,教育
23906,159.65,77.73,女,49,高中,9,40,服务
23907,159.18,49.53,男,48,高中,9,40,服务
23908,148.44,59.25,男,22,本科,10,45,服务
23909,163.67,60.66,女,22,高中,7,30,服务
23910,156.98,51.31,女,50,高中,6,47,教育
23911,142.35,44.55,男,47,高中,9,60,教育
23912,145.4,64.16,男,36,高中,9,50,服务
23913,159.42,55.7,男,44,博士,12,40,服务
23914,149.78,51.6,女,73,高中,5,9,服务
23915,155.38,69.53,女,24,高中,9,45,服务
23916,151.92,60.69,男,34,硕士,13,40,教育
23917,154.91,70.87,男,37,本科,10,40,教育
23918,163.7,50.41,女,28,高中,8,20,教育
23919,153.75,69.48,女,46,本科,10,40,教育
23920,160.15,65.62,女,20,本科,10,35,教育
23921,155.31,63.58,男,29,初中及以下,3,40,教育
23922,161.85,60.49,男,24,博士,11,40,教育
23923,154.04,58.49,男,29,本科,10,35,教育
23924,150.95,65.58,女,18,高中,8,20,教育
23925,161.99,57.82,女,41,硕士,13,90,教育
23926,166.45,60.54,男,59,高中,9,40,教育
23927,144.39,47.55,男,27,初中及以下,3,50,教育
23928,155.24,52.77,男,50,博士,12,45,教育
23929,163.52,84.28,男,25,初中及以下,2,24,服务
23930,157.73,67.52,女,42,硕士,13,45,教育
23931,158.58,59.15,男,36,本科,10,40,教育
23932,156.64,48.3,男,62,本科,10,60,教育
23933,152.07,63.44,女,71,博士,11,40,教育
23934,169.64,53.14,男,38,硕士,13,55,教育
23935,163.38,69.86,女,44,高中,9,40,教育
23936,162.08,63.64,男,19,高中,6,30,教育
23937,144.11,62.8,男,49,本科,10,60,教育
23938,157.26,60.99,男,60,硕士,13,40,教育
23939,175.68,87.05,男,28,高中,9,40,教育
23940,169.86,74.65,女,26,硕士,13,55,销售
23941,163.37,57.7,男,18,高中,7,12,服务
23942,159.07,72.25,男,43,博士,11,50,服务
23943,152.17,61.62,男,65,高中,8,44,教育
23944,160.71,72.22,男,23,高中,6,44,教育
23945,155.19,71.38,女,21,本科,10,35,教育
23946,150.72,55.21,男,20,高中,9,40,教育
23947,163.87,48.48,女,19,本科,10,18,销售
23948,151.17,69.39,女,77,高中,9,32,教育
23949,149.45,61.44,男,32,博士,11,40,服务
23950,158.06,53.73,男,37,本科,10,30,服务
23951,163.33,56.72,男,29,高中,9,45,服务
23952,163.01,75.71,男,59,博士,16,45,教育
23953,157.17,71.95,男,22,本科,10,40,教育
23954,159.59,74.78,女,30,硕士,13,20,教育
23955,150.25,56.25,男,31,高中,9,48,教育
23956,151.58,59.02,男,59,高中,9,60,销售
23957,159.72,65.42,女,29,本科,10,40,销售
23958,173.01,85.47,男,56,高中,9,50,销售
23959,155.03,72.6,女,19,本科,10,20,教育
23960,160.85,48.03,男,37,高中,9,40,教育
23961,156.33,52.1,男,58,硕士,14,40,教育
23962,168.91,73.23,男,41,硕士,14,40,教育
23963,154.01,61.6,男,29,高中,9,38,销售
23964,148.93,46.34,男,38,高中,9,50,教育
23965,149.26,42.11,男,36,硕士,14,50,教育
23966,162.46,57.71,男,19,本科,10,40,教育
23967,155.0,56.41,女,46,高中,9,28,教育
23968,162.68,70.33,女,42,硕士,14,45,教育
23969,163.13,62.34,女,29,本科,10,40,销售
23970,156.56,59.85,男,42,硕士,13,40,教育
23971,162.47,80.89,男,29,博士,12,40,教育
23972,153.7,50.86,女,47,硕士,14,40,教育
23973,157.05,54.63,男,37,高中,7,40,教育
23974,160.08,66.49,男,39,高中,9,45,教育
23975,166.93,76.16,女,46,硕士,13,35,销售
23976,158.29,75.81,男,28,博士,12,40,服务
23977,163.69,52.32,男,36,本科,10,56,服务
23978,153.59,59.22,女,39,高中,9,40,教育
23979,167.12,77.33,男,44,本科,10,40,教育
23980,167.02,85.32,女,70,高中,9,12,教育
23981,164.14,69.91,男,60,高中,9,40,教育
23982,157.67,76.59,女,35,硕士,13,50,教育
23983,152.09,49.14,男,59,硕士,13,48,教育
23984,157.62,71.6,女,21,本科,10,60,销售
23985,157.68,47.03,女,22,博士,12,16,教育
23986,147.65,48.79,男,31,本科,10,50,教育
23987,173.87,79.52,男,40,硕士,13,50,教育
23988,141.29,52.88,男,33,高中,9,45,销售
23989,156.97,74.04,男,41,硕士,14,60,教育
23990,151.24,42.57,女,31,博士,12,35,教育
23991,160.08,76.83,男,62,博士,11,40,教育
23992,149.61,55.67,女,43,高中,9,35,教育
23993,167.31,53.73,女,28,硕士,13,60,教育
23994,170.61,66.01,男,43,高中,6,40,服务
23995,154.36,75.12,男,55,硕士,14,55,销售
23996,165.57,53.52,女,42,高中,9,25,销售
23997,143.23,64.73,女,23,硕士,13,40,教育
23998,154.7,43.65,男,55,本科,10,40,教育
23999,157.5,51.38,男,44,硕士,13,45,教育
24000,172.01,82.28,女,19,高中,7,32,销售
24001,159.09,57.78,男,23,高中,9,40,服务
24002,154.94,61.37,女,41,高中,9,50,服务
24003,173.59,82.85,男,63,高中,9,20,服务
24004,149.16,69.03,女,51,高中,9,40,服务
24005,148.24,48.43,男,49,高中,9,90,服务
24006,157.2,60.51,女,29,硕士,14,20,教育
24007,162.26,65.61,男,25,本科,10,40,教育
24008,165.32,73.05,男,44,硕士,15,50,教育
24009,159.76,71.49,男,17,高中,7,30,服务
24010,164.24,55.61,男,42,硕士,14,40,教育
24011,161.06,47.59,女,21,高中,7,35,服务
24012,158.16,55.61,男,26,本科,10,40,服务
24013,149.67,65.37,男,24,本科,10,40,教育
24014,150.47,61.79,男,30,硕士,13,42,教育
24015,169.48,81.05,女,58,硕士,13,50,教育
24016,156.81,60.89,男,19,高中,9,28,服务
24017,165.11,71.92,女,65,初中及以下,4,24,服务
24018,154.92,55.36,男,52,本科,10,60,服务
24019,167.55,82.9,男,17,高中,6,20,服务
24020,164.54,51.09,男,27,高中,9,22,服务
24021,160.39,69.89,女,53,硕士,15,40,教育
24022,149.48,60.88,女,24,硕士,13,40,销售
24023,172.5,77.09,男,37,本科,10,40,销售
24024,168.64,73.76,女,34,博士,11,18,教育
24025,155.89,56.62,男,40,博士,12,50,教育
24026,161.01,65.02,男,49,高中,9,40,教育
24027,159.07,65.22,女,86,硕士,14,40,教育
24028,160.92,52.79,女,49,博士,11,60,教育
24029,156.61,66.04,男,43,高中,7,60,服务
24030,159.71,70.45,女,47,本科,10,35,教育
24031,168.08,80.89,男,32,高中,9,50,服务
24032,162.74,77.04,男,30,博士,11,60,服务
24033,154.66,60.43,男,25,高中,9,40,服务
24034,158.58,74.45,男,42,硕士,13,40,销售
24035,157.46,57.61,男,60,本科,10,65,销售
24036,154.11,54.18,男,46,本科,10,38,销售
24037,148.63,64.65,男,39,本科,10,40,销售
24038,158.05,78.68,男,28,博士,12,70,服务
24039,149.81,68.31,男,26,高中,6,55,服务
24040,173.92,92.57,女,27,本科,10,40,教育
24041,168.02,79.7,男,59,本科,10,40,教育
24042,151.67,51.06,男,64,高中,9,40,教育
24043,160.09,52.3,男,90,高中,9,12,教育
24044,160.08,51.48,女,51,本科,10,45,销售
24045,162.86,81.23,男,36,高中,9,40,服务
24046,154.38,69.74,女,39,初中及以下,4,40,服务
24047,155.86,72.77,男,30,高中,9,25,服务
24048,172.47,88.56,男,47,硕士,14,40,教育
24049,173.54,90.69,男,32,硕士,14,60,教育
24050,164.12,64.44,女,24,博士,12,40,教育
24051,158.22,53.36,男,23,高中,9,30,销售
24052,148.74,53.66,男,62,高中,9,20,销售
24053,157.74,48.76,女,48,本科,10,20,销售
24054,163.95,66.3,男,62,高中,8,40,销售
24055,152.3,50.44,男,35,硕士,13,65,销售
24056,158.81,53.04,男,27,硕士,13,40,教育
24057,153.43,64.18,女,49,本科,10,35,服务
24058,159.19,79.99,男,18,高中,6,20,销售
24059,156.31,47.43,女,19,本科,10,30,销售
24060,165.37,58.33,男,63,博士,12,40,销售
24061,154.04,55.58,女,54,高中,9,40,销售
24062,152.71,51.03,女,24,本科,10,40,教育
24063,162.07,49.59,男,61,高中,6,50,服务
24064,163.17,65.87,男,50,高中,9,48,销售
24065,166.24,61.52,男,36,硕士,13,40,销售
24066,174.88,67.77,男,21,本科,10,50,教育
24067,164.3,82.96,男,38,硕士,15,50,教育
24068,154.37,47.3,男,30,本科,10,40,教育
24069,161.74,83.37,男,22,高中,9,40,教育
24070,162.74,76.24,女,33,本科,10,52,教育
24071,159.37,80.02,男,39,高中,9,38,服务
24072,159.41,57.45,男,42,高中,9,50,服务
24073,154.21,43.46,男,47,高中,9,40,服务
24074,150.86,67.52,男,42,硕士,13,33,服务
24075,155.47,50.07,男,29,硕士,13,40,教育
24076,155.67,76.48,男,35,硕士,13,55,销售
24077,158.28,72.75,女,23,本科,10,30,销售
24078,151.59,54.16,男,28,本科,10,60,销售
24079,158.01,76.97,女,34,高中,9,40,教育
24080,164.01,49.05,女,40,本科,10,40,教育
24081,165.72,78.89,女,67,高中,9,30,教育
24082,177.94,61.86,男,49,高中,9,40,教育
24083,164.75,72.38,女,34,高中,9,40,教育
24084,153.16,48.6,男,60,硕士,13,40,教育
24085,165.59,50.16,男,26,硕士,13,35,教育
24086,165.23,73.71,男,25,高中,9,40,服务
24087,159.91,70.69,女,40,本科,10,30,教育
24088,157.23,73.13,男,56,高中,9,40,教育
24089,149.63,61.13,男,35,博士,12,45,销售
24090,156.71,54.81,男,54,高中,9,40,销售
24091,166.6,63.59,女,25,硕士,13,40,教育
24092,160.04,79.33,男,28,硕士,13,40,销售
24093,151.17,47.19,男,31,硕士,13,40,教育
24094,157.76,74.0,女,45,高中,9,40,教育
24095,156.67,57.39,男,52,高中,9,40,教育
24096,170.22,61.6,女,39,硕士,14,50,教育
24097,154.61,43.51,男,19,高中,9,40,销售
24098,161.16,79.12,男,23,高中,8,40,教育
24099,156.37,47.73,男,23,初中及以下,4,40,教育
24100,169.16,68.04,男,52,博士,11,40,教育
24101,164.25,64.31,男,33,硕士,15,60,教育
24102,158.01,66.13,女,35,硕士,13,50,服务
24103,161.42,47.69,男,58,高中,9,40,服务
24104,151.76,73.3,男,61,高中,9,45,服务
24105,158.21,55.15,男,39,硕士,13,70,教育
24106,165.96,78.05,男,38,高中,7,40,教育
24107,162.33,67.28,男,59,高中,9,40,教育
24108,147.43,49.65,男,41,硕士,13,50,教育
24109,160.82,51.15,女,27,高中,5,50,教育
24110,145.97,40.28,男,19,高中,7,10,服务
24111,163.02,60.0,男,22,本科,10,20,服务
24112,167.05,64.51,女,59,博士,12,40,教育
24113,157.61,61.41,男,37,高中,9,45,教育
24114,161.27,75.03,男,31,高中,8,43,教育
24115,156.72,53.33,男,18,高中,7,40,服务
24116,156.43,47.5,女,20,本科,10,35,销售
24117,161.46,58.6,男,28,高中,9,60,服务
24118,153.34,74.92,女,28,本科,10,30,服务
24119,168.61,52.28,男,49,硕士,13,40,教育
24120,165.66,56.3,男,38,高中,9,40,教育
24121,160.21,79.38,男,19,高中,9,20,销售
24122,149.53,56.16,男,43,硕士,13,40,教育
24123,164.14,74.51,男,28,高中,9,40,教育
24124,157.15,60.96,女,41,本科,10,24,教育
24125,156.87,57.04,男,50,硕士,14,65,教育
24126,159.49,68.8,男,46,硕士,13,40,教育
24127,153.08,47.16,男,20,本科,10,40,教育
24128,156.92,69.93,男,45,硕士,13,60,教育
24129,155.79,54.73,女,28,本科,10,50,教育
24130,163.51,64.15,女,37,本科,10,40,教育
24131,150.5,69.37,男,46,博士,16,50,教育
24132,172.28,69.23,男,66,高中,9,40,服务
24133,149.15,63.91,女,35,本科,10,40,服务
24134,156.52,71.96,女,38,硕士,13,50,教育
24135,168.05,82.22,男,25,高中,7,45,服务
24136,156.73,75.21,男,55,硕士,15,40,教育
24137,156.22,44.09,男,48,初中及以下,4,40,服务
24138,159.77,71.65,女,56,本科,10,38,服务
24139,152.27,61.51,男,47,硕士,14,45,教育
24140,152.91,69.27,男,55,硕士,13,40,教育
24141,160.34,71.62,男,41,博士,12,40,教育
24142,146.68,66.08,男,47,本科,10,65,销售
24143,164.33,82.2,男,40,高中,9,43,教育
24144,155.45,75.18,男,41,硕士,13,40,销售
24145,159.43,76.94,女,21,本科,10,20,销售
24146,154.39,49.38,男,52,高中,9,40,销售
24147,157.46,60.29,男,62,博士,16,50,教育
24148,157.52,56.96,男,46,高中,7,45,服务
24149,153.38,52.8,男,21,本科,10,20,服务
24150,162.28,82.01,男,35,硕士,13,40,教育
24151,152.55,63.98,女,29,高中,9,40,教育
24152,162.31,65.16,男,21,高中,6,40,教育
24153,162.69,76.08,男,35,高中,9,50,教育
24154,156.72,60.45,男,46,硕士,13,50,销售
24155,159.71,47.73,男,70,高中,9,40,销售
24156,150.43,72.24,男,35,博士,16,40,教育
24157,150.99,57.96,男,34,本科,10,60,教育
24158,150.0,44.07,男,21,博士,11,30,服务
24159,152.09,63.22,男,29,高中,9,60,服务
24160,166.29,60.42,男,41,硕士,14,60,教育
24161,170.43,82.78,男,51,高中,9,40,销售
24162,175.06,70.98,女,22,高中,9,40,教育
24163,154.77,43.28,男,47,硕士,13,40,教育
24164,158.01,59.29,男,42,硕士,15,65,教育
24165,156.69,61.75,女,19,高中,9,40,教育
24166,157.88,74.22,男,46,硕士,13,40,服务
24167,161.29,72.06,男,23,本科,10,40,服务
24168,148.97,49.51,男,49,高中,9,40,服务
24169,166.6,68.02,女,58,硕士,13,40,教育
24170,152.93,74.13,男,41,硕士,13,50,教育
24171,152.02,67.46,男,50,硕士,13,40,服务
24172,153.62,58.04,女,77,高中,9,10,教育
24173,155.18,74.6,男,27,博士,11,60,教育
24174,163.24,75.05,男,29,高中,9,60,教育
24175,159.09,51.54,男,54,初中及以下,1,40,教育
24176,158.28,56.65,女,39,本科,10,37,教育
24177,165.77,56.59,男,32,本科,10,50,服务
24178,152.18,46.71,男,36,硕士,13,40,教育
24179,167.78,84.84,女,24,硕士,13,20,教育
24180,154.83,50.08,男,50,硕士,14,45,销售
24181,165.49,51.1,男,32,高中,9,65,销售
24182,157.75,60.66,女,26,硕士,13,40,教育
24183,162.87,49.57,女,49,硕士,13,40,教育
24184,149.28,48.18,男,38,博士,11,42,教育
24185,163.54,70.76,女,47,硕士,13,40,教育
24186,164.87,63.71,男,31,本科,10,40,教育
24187,152.2,61.41,男,38,高中,9,55,教育
24188,162.11,76.24,男,50,本科,10,40,销售
24189,170.96,92.76,男,18,高中,7,40,服务
24190,153.61,53.46,男,59,硕士,14,40,销售
24191,170.92,84.77,男,56,本科,10,50,销售
24192,157.22,73.11,男,34,高中,9,50,教育
24193,156.54,76.82,男,32,硕士,13,40,教育
24194,168.54,75.26,男,29,硕士,13,35,教育
24195,164.98,75.99,男,29,本科,10,40,教育
24196,169.33,58.4,男,42,硕士,13,45,服务
24197,162.51,76.73,女,37,本科,10,40,服务
24198,158.08,62.75,女,36,高中,9,40,教育
24199,159.77,55.12,女,59,硕士,14,40,教育
24200,159.19,75.21,男,32,硕士,13,50,销售
24201,164.46,76.23,男,52,高中,9,56,销售
24202,156.08,52.79,男,29,高中,9,40,销售
24203,162.14,67.9,女,39,硕士,15,35,教育
24204,165.7,72.58,男,39,本科,10,40,教育
24205,162.13,81.53,女,69,硕士,13,15,教育
24206,151.46,55.96,女,43,高中,9,35,教育
24207,160.06,73.12,男,39,博士,11,48,教育
24208,165.25,54.66,女,19,本科,10,30,教育
24209,163.37,51.29,男,60,博士,11,60,教育
24210,160.19,46.74,男,51,高中,9,40,服务
24211,146.99,58.37,女,75,本科,10,8,教育
24212,157.4,74.31,女,37,博士,11,40,教育
24213,157.23,47.06,男,24,本科,10,40,教育
24214,163.29,61.68,男,20,高中,7,20,教育
24215,159.42,62.61,男,58,高中,9,70,服务
24216,156.23,66.62,男,21,硕士,14,15,服务
24217,157.96,52.32,男,28,高中,9,40,服务
24218,150.73,60.25,男,40,高中,6,40,服务
24219,148.7,46.07,男,45,高中,9,50,服务
24220,153.23,53.38,女,40,硕士,15,40,教育
24221,160.0,60.11,女,41,本科,10,40,教育
24222,155.46,48.07,女,58,高中,9,40,教育
24223,153.92,65.61,男,44,博士,11,40,教育
24224,145.61,60.02,男,26,高中,9,65,销售
24225,159.19,62.37,男,29,博士,12,45,销售
24226,158.77,78.21,女,45,硕士,14,40,教育
24227,137.61,38.09,男,23,博士,12,40,教育
24228,159.25,56.85,女,39,高中,9,40,教育
24229,157.87,60.55,男,45,博士,16,40,教育
24230,166.29,74.47,男,51,硕士,14,40,教育
24231,160.91,52.95,男,22,高中,9,40,服务
24232,147.09,69.17,男,67,初中及以下,4,3,服务
24233,166.3,78.17,男,28,高中,9,40,教育
24234,163.3,57.2,女,23,本科,10,25,教育
24235,165.04,63.86,男,33,高中,9,35,教育
24236,156.09,54.26,男,37,博士,11,43,服务
24237,151.85,43.24,女,19,本科,10,40,教育
24238,160.01,65.12,女,90,初中及以下,2,40,教育
24239,152.97,51.82,男,35,高中,7,40,教育
24240,162.33,62.74,女,62,初中及以下,4,38,服务
24241,162.27,75.94,女,20,本科,10,15,服务
24242,160.0,57.13,男,25,高中,9,40,服务
24243,164.26,65.05,男,21,高中,9,40,服务
24244,154.02,57.11,男,32,本科,10,35,服务
24245,150.02,69.32,女,32,硕士,13,45,教育
24246,163.82,73.86,女,70,高中,9,12,教育
24247,154.94,50.78,男,65,高中,6,50,教育
24248,158.8,75.95,男,57,高中,7,40,教育
24249,152.73,53.4,男,31,本科,10,40,教育
24250,153.95,57.91,男,37,硕士,13,60,教育
24251,162.94,69.25,女,34,高中,9,36,教育
24252,154.38,60.94,男,26,本科,10,78,教育
24253,149.58,61.67,男,44,本科,10,48,销售
24254,161.65,75.58,男,66,初中及以下,4,40,销售
24255,159.65,75.47,女,39,高中,9,40,销售
24256,148.32,68.43,男,31,高中,9,40,服务
24257,166.47,81.32,男,53,博士,11,40,服务
24258,156.36,62.24,女,36,高中,9,50,服务
24259,163.03,71.8,男,61,高中,5,40,服务
24260,153.56,64.36,男,43,硕士,13,40,销售
24261,160.07,67.26,男,38,本科,10,40,教育
24262,151.2,52.5,男,26,高中,9,50,教育
24263,161.13,79.48,男,27,高中,9,8,服务
24264,162.05,64.16,女,58,高中,5,40,服务
24265,154.93,64.06,女,37,高中,9,12,教育
24266,161.27,69.11,男,56,初中及以下,4,26,教育
24267,154.2,68.58,男,36,本科,10,60,教育
24268,152.01,67.67,男,29,高中,9,40,教育
24269,169.47,69.3,男,28,高中,6,30,服务
24270,155.89,56.15,男,61,博士,16,40,教育
24271,149.25,41.79,男,66,高中,5,25,教育
24272,151.23,67.73,男,31,本科,10,50,教育
24273,152.82,73.73,女,21,博士,12,40,教育
24274,152.58,54.77,男,67,高中,9,58,服务
24275,157.54,56.1,男,26,高中,9,40,服务
24276,152.37,73.73,男,21,本科,10,50,服务
24277,174.77,55.96,男,33,高中,9,40,服务
24278,158.41,66.19,女,33,高中,9,32,服务
24279,164.17,49.65,男,59,硕士,13,50,教育
24280,154.27,58.32,男,82,初中及以下,4,50,教育
24281,166.27,51.8,女,34,博士,16,50,教育
24282,139.16,53.13,男,29,硕士,13,50,教育
24283,157.52,55.62,女,19,本科,10,40,教育
24284,146.74,50.68,男,57,高中,9,1,教育
24285,159.15,54.47,男,41,本科,10,50,教育
24286,159.47,69.8,男,55,高中,6,40,教育
24287,164.94,54.98,男,27,本科,10,40,服务
24288,147.22,45.15,男,33,高中,9,45,服务
24289,160.18,50.27,男,43,本科,10,50,教育
24290,165.39,49.48,女,72,本科,10,16,服务
24291,155.21,60.14,男,68,高中,9,40,销售
24292,159.21,57.72,女,29,高中,9,40,教育
24293,162.11,47.99,男,41,硕士,13,60,教育
24294,158.87,52.59,男,30,高中,9,40,教育
24295,162.52,65.66,男,31,硕士,13,70,教育
24296,143.71,47.86,女,54,初中及以下,3,30,教育
24297,156.07,44.64,女,32,博士,12,50,教育
24298,162.06,60.54,女,56,高中,9,40,销售
24299,154.64,54.6,女,39,硕士,13,6,销售
24300,162.35,52.35,男,41,博士,11,35,教育
24301,147.5,42.68,女,48,高中,9,40,教育
24302,161.78,48.44,男,66,初中及以下,4,48,教育
24303,172.18,85.37,女,25,硕士,13,50,销售
24304,162.51,78.15,男,31,高中,9,40,服务
24305,153.9,43.86,男,32,博士,12,48,销售
24306,150.91,55.45,男,51,硕士,13,40,教育
24307,173.61,84.29,女,42,高中,9,40,教育
24308,156.66,72.77,女,22,本科,10,35,教育
24309,155.76,61.16,男,31,硕士,15,60,教育
24310,157.71,67.41,女,43,高中,9,40,教育
24311,159.33,49.18,女,42,本科,10,40,服务
24312,162.49,75.74,男,20,高中,9,40,服务
24313,160.17,57.17,男,40,硕士,13,40,教育
24314,164.19,85.07,女,65,高中,9,20,教育
24315,170.02,81.45,男,53,硕士,13,52,教育
24316,156.81,75.84,男,56,本科,10,60,教育
24317,167.12,88.35,男,51,博士,16,55,教育
24318,158.01,45.72,男,38,高中,9,40,教育
24319,153.17,50.77,男,44,硕士,14,50,教育
24320,157.47,59.08,男,49,高中,9,60,教育
24321,147.59,59.51,男,47,高中,9,44,教育
24322,150.35,41.1,女,22,博士,12,40,教育
24323,157.61,58.55,男,53,本科,10,45,教育
24324,160.61,55.16,男,41,本科,10,20,教育
24325,149.65,54.74,男,19,高中,9,40,教育
24326,159.67,55.28,女,27,硕士,13,43,教育
24327,176.27,75.71,女,48,博士,11,25,教育
24328,154.81,74.89,女,52,初中及以下,4,7,教育
